id,sia_e,sia_n,ssa_n,pseudo_plastic_q,pseudo_plastic_uthreshold,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,sliding_law
0,3.8188569370014127,3.687972717232891,3.139323487194841,0.6884463519735144,73.94192416839515,0.014664833948023516,5.055619258779185,50.52215254826922,-328.71943851589197,622.7406729686418,pseudo_plastic
1,3.2133608172273114,1.331515433706989,3.227234439276815,0.31642884077529687,163.98626625357392,0.03244186696703432,24.743501460709304,52.04773187848198,-251.78836695657628,88.79477582745866,pseudo_plastic
2,3.9319199584323092,1.061518260500538,3.319421626083045,0.449076718821404,147.8746749691765,0.032211890843173184,17.051096889671193,56.25255502495593,-589.4898064607202,1413.585164450134,pseudo_plastic
3,2.4711310492270693,2.2142654110520774,3.2714865388122134,0.5611884562362051,87.01857734548946,0.03613957536291177,24.842988245592718,50.08649848274305,-858.065781769557,859.7427159507988,pseudo_plastic
4,2.8588928784603755,1.9076566685108476,3.3589796316760396,0.5914744322882064,141.06446747252858,0.030801650175652492,31.528455885673356,50.15654933980402,-25.068890947607883,242.3129507752367,pseudo_plastic
5,1.3575365660262568,2.0312373146666514,3.3520924113888992,0.7346155532617435,174.24644840631234,0.021544980944822066,10.615603058201607,41.539645293288046,-100.90098487121293,925.7205868736121,pseudo_plastic
6,1.5881630919627048,1.7437207066885514,3.46967296113951,0.784810786050388,178.24457268803388,0.024973099483223668,8.163597698014271,56.26760267406293,-698.5588012352429,889.8336510602938,pseudo_plastic
7,2.3896050980097803,1.5057243302126757,3.430202855210588,0.5249657449513832,120.45275564143667,0.02525419036490474,11.056485150424146,56.589104500356854,-543.4822272111048,1294.8198163219088,pseudo_plastic
8,3.1934376724714504,1.7646906386329044,3.2225950993418633,0.5689209758826752,170.30256696807933,0.020332215189995964,7.6790169031563025,42.86389118832604,-473.33858546163515,1176.631866685678,pseudo_plastic
9,1.9393932365872046,1.8985411905264478,3.161401594175532,0.4591747377760487,159.9595552424243,0.02514032244294272,33.61383259818596,49.33989488655844,-235.79685511554442,633.4047020259834,pseudo_plastic
10,2.8702959234062035,2.9930677440297333,3.295491418901048,0.605331621895109,171.6804467665487,0.022795023301913884,32.633693785859485,59.005282412462336,-975.2097561974059,1426.6187759935988,pseudo_plastic
11,3.0057922263661006,2.7062481424137705,3.313706938228666,0.2503047256748328,187.27656391696442,0.015656227888490165,29.333412301804987,47.5338953973724,-418.34289997178564,1087.1013843325202,pseudo_plastic
12,1.4638349789244243,1.2501063275252824,3.2340929087411463,0.36126519729760365,156.13039204222818,0.021093677518213762,17.212900643650173,50.895815714866615,-518.6763400194463,993.7354203071435,pseudo_plastic
13,2.520126092834923,1.1462872916749083,3.3111170492165156,0.742731045778779,145.1374826703606,0.03484312810487734,31.93698461369485,59.42163976558092,-481.90387050615163,1309.5366794406466,pseudo_plastic
