id,sia_e,sia_n,ssa_n,pseudo_plastic_q,pseudo_plastic_uthreshold,till_effective_fraction_overburden,phi_min,z_min,z_max,phi_max,sliding_law
0,3.4438661920939877,3.1606255413817106,3.396114032203922,0.4406173762803557,191.50735704335983,0.01436776439844075,11.773807546416375,-228.7884959592127,694.0644217257844,40,regularized_coulomb
1,3.905311470773418,3.48336539842421,3.1282780103229415,0.8395566355090386,73.28130408118875,0.015886096824589673,18.896178486966765,-52.75023045864509,794.7211345495119,40,regularized_coulomb
2,3.9304869596359047,3.002079645477009,3.4474451603158305,0.4184804368770607,148.64032978067428,0.017626156956407863,9.916422551458542,-291.37356708999823,847.3025517891331,40,regularized_coulomb
3,3.9452971546104534,3.35831981564544,3.0863683057641196,0.5871077282874024,132.2407038973082,0.028749309779902497,7.312865528166399,-180.89822773533683,318.3795606124046,40,regularized_coulomb
4,2.405836356909106,3.499840043272925,3.0621811214483157,0.9054480859796947,137.5100991215824,0.02021585379328994,17.973095604308753,-665.1469078675902,489.80560575960334,40,regularized_coulomb
5,3.43314172636998,3.1954470440454923,3.4467032296557063,0.6692271310016384,184.9904942683449,0.014479338479197575,10.752424616420024,-875.1106363555155,171.82104378240854,40,regularized_coulomb
6,2.761934895231673,3.2323745099525,3.4564730684452716,0.45040336458176977,199.7639662715862,0.022464936649511616,16.855676209540377,-573.984143235094,367.7051545122408,40,regularized_coulomb
7,3.702279815116645,3.0381171050356968,3.1826421611014313,0.4828249995629152,68.24458109487045,0.011883942000376138,11.714306376292402,-753.3171661626741,482.80963825350466,40,regularized_coulomb
8,2.982152634678706,3.0539820787088865,3.2747486384653635,0.7736748115797861,140.71700641969375,0.011111609752103763,8.849280068280267,-131.0463265502591,947.0015534609257,40,regularized_coulomb
9,1.9773366721640402,3.3375677129436663,3.486890051398338,0.5171730025048045,132.76307725269444,0.016682980631161488,15.624054749497736,-822.8120878715251,986.49998403924,40,regularized_coulomb
10,3.2172343906743306,3.3103789092020968,3.2626520956801457,0.4056137393469411,187.42891197075411,0.012647860688732231,10.88908686785425,-744.2878770121642,985.1164325568869,40,regularized_coulomb
11,3.329205731689958,3.122907200294503,3.4377022052201074,0.77739013592879,113.31354446832458,0.014178410199464628,16.08736155494146,-727.6417559746127,346.2810407565292,40,regularized_coulomb
12,1.9892147169565226,3.2611827838698395,3.383542198644861,0.9116988600835807,156.23318146300466,0.017987231290663527,10.863134060410228,-938.0222758133606,465.8041341265515,40,regularized_coulomb
13,1.8704058511681674,3.3146026077377755,3.3178272562077176,0.565908917930318,152.62061911707812,0.027904274607344355,15.494367740135246,-285.4495694547817,388.4164572492001,40,regularized_coulomb
14,1.1375002876717473,3.4343806402598385,3.1167617781810035,0.5542112959120246,52.11370368957362,0.011371505410328636,8.692477575043817,-684.7234759614764,102.30987103338671,40,regularized_coulomb
15,2.4876240523323774,3.4390578341870035,3.2159150141675927,0.610781378618121,155.58209744882046,0.01442394018687131,9.517355158702504,-213.2499575741681,989.6871647855087,40,regularized_coulomb
16,3.059712393475529,3.378180203963156,3.131432502029604,0.8453907173887243,179.6807959022792,0.023579259741852196,12.623257619511648,-310.9828947323755,183.61388538580513,40,regularized_coulomb
17,3.8733730307390952,3.2839027876041573,3.415958686888432,0.2515884119234829,119.17030777883551,0.013318073037921213,16.73823242386417,-207.5463750480243,266.34134695984136,40,regularized_coulomb
18,3.3779179792711487,3.4926843444746196,3.297738011981863,0.7393688059707026,56.66564623589881,0.02975096809224078,18.5130795461999,-692.0544979610713,143.1787592889271,40,regularized_coulomb
19,2.8656170074981477,3.491952896482423,3.4728450942712503,0.7155192222456757,168.07656724246806,0.011074204786432168,11.689607072339435,-661.5109493608138,533.3240494093292,40,regularized_coulomb
20,1.1117178487822599,3.49779319364359,3.40242135862196,0.6887459702289587,127.08328439074631,0.01583324316787321,17.630740439627825,-854.4100036379403,945.5496848459076,40,regularized_coulomb
21,1.901942580105478,3.2887512146765587,3.0142951723052196,0.36163534847533574,171.40993673007603,0.025442805734764682,18.373929052800747,-233.8913518384271,609.5006779079858,40,regularized_coulomb
22,1.5596589677685693,3.078162309600017,3.4497546418068605,0.6744457190397244,122.30814071463668,0.010706737081840643,12.766708794553699,-452.4189687268073,192.29597830411922,40,regularized_coulomb
23,3.806968170500414,3.0100417977098153,3.2310810369293477,0.753970408101225,89.14709714879217,0.017551909542393482,12.577372488532731,-125.03757502485712,306.2205872499646,40,regularized_coulomb
24,1.159758063755206,3.389442460937031,3.236447036976937,0.6877117697315069,121.95909025123953,0.01748015955721375,19.642712737023555,-407.11273338790295,948.4666667384299,40,regularized_coulomb
25,1.8406146217982164,3.4959156761447554,3.4604650040839737,0.4281153085891925,147.12225145555516,0.01631736872921772,11.51052171978153,-968.259708213262,829.3571079908493,40,regularized_coulomb
26,1.863559967766394,3.0570723253231136,3.359923016552826,0.7375984031960159,180.4813418392911,0.012371618330842523,17.324893648475033,-38.08510233775576,782.9595831991467,40,regularized_coulomb
27,2.607728732619133,3.0665798507253563,3.0691130513535896,0.8116844907413279,85.76770148044119,0.02778771250001707,15.747064171904482,-410.37245164413616,906.0321334605334,40,regularized_coulomb
28,2.8108829348668607,3.047576709660453,3.4164572787737,0.7678366602309017,76.13596419410698,0.026653249409967314,8.42230056866547,-846.3364328340712,520.7637140226177,40,regularized_coulomb
29,1.3957966850523165,3.000025926231828,3.2570918525805714,0.44796951923105,105.75502178581925,0.02511518510373495,17.014680484561573,-89.74167974640432,824.4951894034526,40,regularized_coulomb
30,3.653132582701982,3.0305589507946973,3.4330371123550067,0.71961767827066,170.13541855030633,0.011782514295956628,13.542635870695898,-68.92010357780612,392.70443731208564,40,regularized_coulomb
31,1.5259025939801814,3.3690036114089628,3.1268364316822526,0.6600364311720965,63.266090496535895,0.02141958061130517,7.398714485620088,-879.6038087437012,69.00601354706866,40,regularized_coulomb
32,3.5813612431602544,3.342826150560419,3.261061356193457,0.7881087254924269,185.84894825134236,0.022009070145323422,6.979020599064952,-648.0282003307362,732.1507252219279,40,regularized_coulomb
33,2.130875885728571,3.0370696605904124,3.159700377512687,0.7976095751854227,182.5165830881891,0.027731163750791238,9.337656493552801,-123.8954351142064,922.6908045403192,40,regularized_coulomb
34,2.925438887884393,3.1733308019880613,3.1102329227045606,0.5067342675137334,92.82646223402682,0.025599929747019468,10.695399970063255,-703.52845633262,875.5258957452543,40,regularized_coulomb
35,3.8996086042999787,3.4582568446098074,3.1334758214311,0.3193897509366376,59.75799152715585,0.02990021241663665,16.917997848708623,-967.9388210336114,57.28362352725767,40,regularized_coulomb
36,2.9437495118164323,3.1520109804402754,3.484834500478648,0.8162181919622992,181.27193897194536,0.02954960043363588,14.399997747744784,-604.4258524245565,534.3319207187353,40,regularized_coulomb
37,2.214857508443157,3.315379151097143,3.1065678899586118,0.43738831716631077,126.5907894524467,0.025967585760368686,17.423602179373606,-749.3136889271005,58.95547270601275,40,regularized_coulomb
38,1.7474186956438014,3.104915575130673,3.404019187296731,0.7927835900720313,133.3220253056536,0.01996296881763252,17.526853202676627,-705.2582907451642,926.8073417851642,40,regularized_coulomb
39,2.8034570475282994,3.318247952230703,3.3557118617803625,0.5502232991793514,50.96052296787949,0.021491963347701266,8.065154149850807,-230.77889739108025,403.2707285649716,40,regularized_coulomb
40,1.6736600404981028,3.1389708656283837,3.168782491155683,0.4306718010302759,119.53641927145617,0.011742912491510615,12.039366625271903,-786.7495590561248,730.7549281891173,40,regularized_coulomb
41,2.4355661345725705,3.2066586863933235,3.0882908557790545,0.49974326589210705,55.912391351185676,0.013418379647869256,11.181159448004257,-224.56561059688033,438.56454342145224,40,regularized_coulomb
42,1.556924905895685,3.435936189388001,3.3841619144203037,0.6191304481266691,77.30586162295143,0.022101267825119238,19.231064481270476,-872.0034409396565,391.38447293651564,40,regularized_coulomb
43,3.991295217215439,3.2508538119903836,3.493355921943368,0.40906007490907237,90.62228124698095,0.02276262729077344,6.438903291225337,-429.7524895286034,323.64674219560516,40,regularized_coulomb
44,2.7456103247989123,3.336270552697055,3.4224793060768026,0.8411192048338806,106.35497244357575,0.02574943941567638,13.269451715276334,-663.906294938789,934.7176728451212,40,regularized_coulomb
45,2.611885160339538,3.2688651852084316,3.4396410289030985,0.3517447866414636,160.96022481971846,0.010180000334446809,11.730467097669836,-502.5549295328718,745.0282840140738,40,regularized_coulomb
46,2.350486128971567,3.193468223111814,3.2995212975265567,0.7402858007986589,80.89161004331794,0.027470744357573337,17.2837168784638,-986.796365757189,750.4244550799953,40,regularized_coulomb
47,2.2198907475530865,3.3004248156023595,3.360198176430008,0.9157029658926161,178.01896957892023,0.025417543856600444,18.268765609963076,-90.76974412121763,394.5424134124988,40,regularized_coulomb
48,2.6418946057650667,3.017052222727384,3.210690541830746,0.8146201020002819,95.60885254706163,0.02130020222416455,15.183606025574607,-528.2641634948559,4.452024001208471,40,regularized_coulomb
