id,vcm,gamma_T,ocean_file,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max
0,0.9549805291515914,0.00013299108382355232,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.2130785,3.2846882,0.7810108,0.01418724,5.416005,41.41195,-497.78162,179.48404
1,0.2564425136289195,0.0001161660622615795,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.601365,3.307728,0.82339907,0.021477312,6.8480144,41.4442,-341.1122,301.1573
2,0.7193764762920575,0.0001489031288290383,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,3.055939,3.312118,0.7663888,0.017570179,6.2090607,43.41074,-421.71664,133.3377
3,0.591020804269034,0.0001118519262849388,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.6200361,3.3149047,0.8524368,0.022076441,5.624722,43.05774,-322.78278,218.91861
4,0.9961673945657994,0.00013443856580777416,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.7927291,3.2722757,0.8385345,0.02418536,5.8787932,41.91397,-247.17375,236.18077
5,0.8965383077725757,0.0001248570247365363,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,2.4651792,3.3491275,0.8798974,0.01539444,9.571831,41.415882,-323.5965,154.37184
6,0.6522895753202541,0.00012806623522883774,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,3.009575,3.2895298,0.6932359,0.016621588,16.034035,42.455536,-156.46408,143.04524
7,0.46696145967698216,0.0001154013401409843,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,2.59791,3.2857678,0.6381036,0.020266702,10.403401,42.265285,-148.66815,116.323235
8,0.7147555514517213,0.0001416038215602125,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.739624,3.344109,0.77770454,0.016746975,6.8641553,41.714237,-364.99997,149.74236
9,0.5420667088305108,0.00012389441302876117,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.6230655,3.3507323,0.71461767,0.026899904,6.388444,40.69415,-230.35223,377.5983
