id,f_ice,f_snow,std_dev,refreeze,vcm,calving.eigen_calving.K,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max
0,9.803415171336646,3.8048911076502536,4.413751503112248,0.7683655774108338,0.544612577609928,3.3869401090761544e+18,3.1669314,3.3949578,0.8245636,0.014519253,5.569533,44.086098,-454.40146,115.13474
1,10.200275170312386,3.636411376648582,3.3752447035891806,0.6609350977300604,0.5915341375029015,2.581863902372445e+18,2.3891087,3.3150218,0.86901915,0.01742887,8.377266,44.08427,-268.9845,90.03168
2,7.443583378636198,4.879289803348032,6.840603750173008,0.7887540088286084,0.7837285742499864,6.054760696068133e+18,3.0470085,3.3190925,0.58440423,0.023117999,9.0933275,42.717484,-358.86737,213.93436
3,6.778507076353711,2.4098901152720678,6.018183258964244,0.547046941993301,0.7011138286720625,4.015911723240057e+18,2.3569565,3.3111176,0.84645045,0.016457936,6.7421055,42.46828,-519.74066,365.68777
4,11.031494790941283,4.159853720007073,3.9521225043730985,0.4674588680496432,0.7307858585599214,8.485378890924477e+18,2.6864884,3.3073878,0.86482084,0.015519086,6.3647065,44.66039,-374.68732,63.56245
5,8.513063221371613,4.078283335749088,4.266289359261808,0.6306359419812926,0.6261107744920321,9.383294534128472e+18,2.5434794,3.312975,0.7171725,0.016159385,6.410867,41.706413,-329.5512,246.0734
6,6.267622614589478,4.55751803237942,6.330990563588166,0.43709271235718966,0.5553860622982789,4.99676350397377e+18,2.5892086,3.3764644,0.82881194,0.02001789,5.9497347,43.641857,-328.58755,351.3272
7,11.378930039402679,3.3710683186424157,3.7250390766289327,0.4404734211417932,0.7489972497675292,2.412793591258567e+18,2.9582624,3.2814724,0.7618448,0.017028177,7.5119824,42.379,-326.66315,184.32318
8,8.014353598405926,3.124826108895503,5.772219400080649,0.5965821123411384,0.49121422635802336,6.911712178154216e+18,2.4529352,3.2942698,0.6639949,0.016413175,5.1165814,42.73357,-478.3672,220.08913
9,10.785709113928625,3.292052424873594,6.595274896847352,0.5727589842218047,0.7197346218707282,8.69740470247082e+18,2.5044389,3.3010774,0.75162977,0.02075935,10.162009,42.84766,-250.92244,287.60443
10,8.184957782946537,2.5667177628585476,5.009897981615506,0.7491806442481355,0.6193097065863594,4.204116057551764e+18,2.5006769,3.3609552,0.8623248,0.017538063,5.9263854,44.391636,-361.01907,102.04645
11,11.868055300663242,2.6542800622472438,5.570800636702031,0.7009208266332119,0.5099447874739005,1.4635750473089981e+18,3.0491526,3.2738903,0.722347,0.017709525,6.5465937,42.035393,-345.31586,155.42932
12,7.13791413890162,4.427408467543922,4.9533043422202265,0.7261735864223923,0.5291925176541014,5.161536748607713e+18,2.441014,3.3591316,0.7707487,0.025018757,5.65918,42.39055,-411.2452,588.0915
13,8.991561618315702,2.7692933970967393,4.103266077065167,0.6982101567280264,0.5796218003321131,1.7844056215585403e+18,2.1327045,3.267089,0.5965949,0.015871065,6.448863,41.593884,-495.09088,219.79945
14,9.136559347477075,3.65055937967116,3.424406287156194,0.6596773527130633,0.6809308075455124,7.359596459106612e+18,1.9720722,3.3718617,0.7083818,0.017418837,9.162511,40.5458,-418.2044,166.28905
15,10.193937602754591,4.803032607197974,3.072265427292996,0.41465170801407386,0.4524097092859642,4.90262075301655e+17,2.7273552,3.310654,0.7503808,0.020280162,5.1316676,42.398884,-417.87445,356.94305
16,6.4584626896568,2.9756082507566224,5.231387527998472,0.6004517233687219,0.6698777109152709,7.56901688881748e+18,2.5618129,3.3476946,0.8230779,0.023683,6.8608537,43.902317,-472.8878,625.7803
17,11.632796816058416,2.1223008479803047,4.632670011594264,0.4875378238380994,0.6549997179880788,7.911505499869158e+17,2.6553416,3.294002,0.81188387,0.022838745,7.8838835,40.185265,-197.40172,193.13246
18,9.437254286469777,4.264412071396148,6.692128709268078,0.514324919395824,0.4762748207892823,9.991084737142014e+18,2.2973652,3.3009284,0.6324395,0.015665365,7.106029,43.104675,-568.86145,314.41272
19,7.598757779509835,2.17423093575928,5.848548115715694,0.5219031433661879,0.7818487455513967,5.878296717871824e+18,3.2081995,3.2869537,0.6994581,0.021937039,7.864299,42.7397,-197.41365,140.9443
