id,vcm,gamma_T,ocean_file
0,0.5400559358894479,0.0001304349338788475,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc
1,0.3223446369309215,0.00014203484293841772,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc
2,0.48875966409561755,0.00010158616533724304,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc
3,0.2079092456507164,0.00014443203616090874,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc
4,0.9659727933509588,0.0001073480006346991,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc
5,0.38335664036550976,0.00010449131615099182,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc
6,0.7993148776313725,0.00013958455544062605,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc
7,0.4344355603357759,0.00012648294827485062,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc
8,0.5853956533335832,0.0001161940697596784,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc
9,0.7264810101169954,0.0001369352688183832,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc
10,0.4584615979224074,0.00012033816273202848,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc
11,0.7082571666906892,0.00010985973416233237,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc
12,0.27776731331174576,0.00014954239010185095,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc
13,0.8168588933868746,0.00011216968228309614,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc
14,0.8549836848752301,0.00011457254343406358,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc
15,0.923166886511888,0.0001348388191190204,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc
16,0.8867052820925718,0.00011916991158922354,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc
17,0.619600445581273,0.00012314973460558607,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc
18,0.31737283935900107,0.00014522049154732796,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc
19,0.6778933853527997,0.00012930924003369415,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc
