id,vcm,gamma_T,ocean_file
0,0.8224358396261948,0.0001470877730381465,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc
1,0.8071612125369347,0.00010346339837292058,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc
2,0.3918786036931729,0.000127139184061554,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc
3,0.9893197733683354,0.00011542098554985652,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc
4,0.28647331434562484,0.00011279434002088762,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc
5,0.9219539396171608,0.00013871682220720897,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc
6,0.4715485185857824,0.00011849837703745517,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc
7,0.6641467777152009,0.00010777053052807084,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc
8,0.7571759429230711,0.00012242541581655738,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc
9,0.4201776502568277,0.00012470511993178327,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc
10,0.3268042376189102,0.0001352711312621854,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc
11,0.7113437385808367,0.00013492436172862876,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc
12,0.5303074676522748,0.00011039725704556613,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc
13,0.6512588107894995,0.00014418156250453878,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc
14,0.5961320108976644,0.00010716029585424931,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc
15,0.31378030104085763,0.00014843830499896898,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc
16,0.5004756613880833,0.00013034865821068335,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc
17,0.5857560919394817,0.00012907450234907455,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc
18,0.9469188021471122,0.00010151753332629839,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc
19,0.8588359261679265,0.00014214924213078363,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc
