id,sia_e,sia_n,ssa_n,pseudo_plastic_q,pseudo_plastic_uthreshold,till_effective_fraction_overburden,phi_min,z_min,z_max,phi_max,sliding_law
0,1.744463258777472,3.428207012997075,3.008532831833103,0.7204058582919913,77.25825263319686,0.02774982392762035,17.351193121167576,-922.9879488020391,200.5606805754761,40,pseudo_plastic
1,3.4403146266112885,3.065339137607409,3.0678259196503936,0.5001196124595532,99.88340826666489,0.017095663924717765,18.589908677083017,-236.0490056383602,541.0982128214227,40,pseudo_plastic
2,1.7661938563301742,2.5306298755214405,3.453801666683975,0.7167775806621193,84.90683371869937,0.028285531115724086,14.449813271699195,-482.808041018238,274.1465493732505,40,pseudo_plastic
3,1.353645726092609,2.5744654517912453,3.446728111833516,0.4174843240800613,167.9965165449188,0.02688397898603047,11.427850255942799,-289.6115466941417,893.0280663292591,40,pseudo_plastic
4,3.04297684476175,2.2232436851884576,3.241308890329585,0.46885588486575347,110.23712136455566,0.01365430582486403,14.356455297431326,-248.66977368924324,66.64277870927201,40,pseudo_plastic
5,3.3161303422802435,3.391146762488262,3.3134065305139275,0.5969645086516562,107.03461967485784,0.019150278148302537,8.386903773208187,-260.97242068302296,283.9274735059358,40,pseudo_plastic
6,1.7162996907537138,3.823288082664243,3.302312448968247,0.7876168852257791,181.90681522757563,0.025181362301680797,7.49498765830696,-261.7280872322408,558.7149298411614,40,pseudo_plastic
7,2.0560979250357843,3.1133892364757356,3.2959824999092686,0.647351951937229,117.16615656477526,0.02902273515912899,19.817687522146628,-299.8944097108424,14.471409857469679,40,pseudo_plastic
8,1.9335049811537153,3.579445026123458,3.3777438531817228,0.8523523712146198,166.48585979653035,0.010187017438026033,5.21322386576196,-973.8216901722222,356.28564104761034,40,pseudo_plastic
9,3.47560367597884,2.9024993819330653,3.2248773209034303,0.5352636405395539,60.980029451568825,0.010072808134504299,7.32562681673397,-712.118294065375,542.2454068359921,40,pseudo_plastic
10,2.005809104983885,2.148889633743278,3.3441964902772074,0.4564077479942644,96.9843554662084,0.017024046862863903,7.14402675469405,-670.0204354330765,115.72424381574838,40,pseudo_plastic
11,2.272421478633163,3.704012140974079,3.280174863933926,0.4102564537081188,88.56341153941771,0.02773480117510583,19.168612451608716,-794.5058507022251,310.20645343867756,40,pseudo_plastic
12,1.431779983883197,2.6870884852503076,3.071565917960504,0.6697098960434915,101.60915475162145,0.02258906446692279,17.44347741735521,-927.2050018189701,956.2370033931695,40,pseudo_plastic
13,2.8488770594637582,2.2802316578315356,3.257814848419151,0.2882962938206055,130.99451842998258,0.0294785212713201,9.156985012515573,-63.879097652422956,810.7490288420394,40,pseudo_plastic
14,1.8209473028825334,2.330427464311731,3.4031569544770814,0.9457810929634427,137.30891084414702,0.023670253169744283,14.549803191024477,-152.15917435863923,81.21556823711737,40,pseudo_plastic
15,2.682251105916639,2.2625144732727924,3.4796608003866165,0.5054795967327634,74.56474252725994,0.020433700752191555,16.95970716239429,-800.8409082272859,455.8076263359263,40,pseudo_plastic
16,1.366363855952188,3.8582385092961906,3.107957507083796,0.8966707385101778,73.19907560942539,0.018357115933912767,5.0030697295105675,-785.8055791056246,529.5197314710327,40,pseudo_plastic
17,1.5429525494469776,3.3507524731135483,3.2593932464330164,0.3677459849010304,199.52558597652634,0.020554572812160086,8.773928000588011,-158.6109846488473,637.4495632784606,40,pseudo_plastic
