id,vcm,thickness_calving_threshold,calving_rate_scaling_file,climate,hydrology,frontal_melt,frontal_melt_file,climate_file,runoff_file,salinity,pseudo_plastic_q,sia_e,ssa_n,gamma_T,fractures,parameter_a,power_alpha,sliding_law
0,0.8630626184800334,252.8365972946166,seasonal_calving_1_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
1,0.6074604719694411,170.29733409824325,seasonal_calving_1_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
2,0.9822504065612274,269.1006314610668,seasonal_calving_0_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
3,0.8293764497520062,155.0898079435578,seasonal_calving_0_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
4,0.9504262724501821,239.15553718218047,seasonal_calving_0_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
5,0.9180427655001229,135.0758555439817,seasonal_calving_1_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
6,0.6749307677975565,104.69419610385512,seasonal_calving_1_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
7,0.770349385858464,287.16176780154774,seasonal_calving_0_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
8,0.707782858361077,216.11233172019945,seasonal_calving_1_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
9,0.7236266088190917,194.22903270663784,seasonal_calving_0_1980_2020.nc,surface_given,routing,false,jib_ocean_forcing_ctrl_1980_1990_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,DMI-HIRHAM5_ERA_1980_1990_EPSG3413_4500M_TM.nc,,0.6,1.25,3.25,0.000125,false,0.0003,0.39,pseudo_plastic
