id,vcm,gamma_T,ocean_file,thickness_calving_threshold,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,climate,hydrology,frontal_melt,climate_file,runoff_file,fractures,sliding_law
0,0.7584864532350821,0.00012936031526242106,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,83.85481106888112,3.0793946,3.281783,0.4743118,0.020764174,11.93746,44.355995,-330.4956,203.99586,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
1,0.5712924731485067,0.00012801405821494689,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,314.8903360440484,3.0098507,3.3182092,0.72766775,0.020104924,5.9658623,40.628494,-416.85474,321.8778,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
2,0.9277724402153953,0.00012568397452120727,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,196.50969668684647,2.5915537,3.3560486,0.88119256,0.018521557,6.3978724,40.1042,-418.71573,189.22398,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
3,0.28101528376499274,0.0001262565288248953,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,379.2500601419401,2.762082,3.352772,0.91422933,0.02051954,5.5719175,44.597736,-281.56036,324.09143,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
4,0.6672013336880009,0.00012759650482588826,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,143.00375190087573,2.9067752,3.349269,0.5543655,0.026687903,7.7922797,43.478294,-315.07776,371.14862,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
5,0.31953936475921246,0.00010030453585423356,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,281.0205900722143,3.6832175,3.3695714,0.80797035,0.023534177,6.56223,40.848625,-326.21667,210.52863,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
6,0.9921216985586618,0.00014439272439940176,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,108.38901782129145,2.733982,3.2945912,0.71287906,0.017829914,6.10763,42.4042,-347.38544,169.7515,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
7,0.36433534294193964,0.0001017994930683987,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,272.7860993224398,2.5593817,3.3216693,0.7182601,0.0134724155,10.618265,44.210968,-330.1091,72.88943,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
8,0.8630185265402293,0.00011145865784550995,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,412.7876642209155,2.610324,3.2456608,0.8034103,0.016961945,8.496425,41.295906,-333.57443,66.45399,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
9,0.9500048594090027,0.0001244138047961568,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,306.2811715866235,2.6632419,3.1673281,0.7335428,0.023303822,8.380775,44.42606,-221.9281,393.73425,surface_given,routing,discharge_routing,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,DMI-HIRHAM5_ERA_1980_2020_EPSG3413_4500M_MM.nc,false,pseudo_plastic
