id,f_ice,f_snow,std_dev,refreeze,atmosphere.elevation_change.temperature_lapse_rate,atmosphere.precip_exponential_factor_for_temperature,sia_n,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max
0,11.920149697745183,2.5643996125087085,6.875484858601369,0.46161018515887614,6.2238232547487,0.06414976340586413,1.2629361329874724,2.215729,3.3765068,0.78753096,0.014989372,6.473151,44.44381,-416.1786,78.940315
1,6.900952822723396,4.678362430007441,4.901436423168763,0.4400679628884484,6.999178025763796,0.06572523789611245,2.5378450768495746,3.093945,3.3308384,0.69639045,0.024878398,7.445008,44.91853,-260.53726,182.56403
2,10.719771277812681,2.4479756160837107,5.180615822047303,0.7631249701964853,6.892755522529066,0.06749345120255837,3.6230468409534344,2.790363,3.3675551,0.8002598,0.027455239,5.6428294,40.99262,-219.43727,369.5974
3,6.390148256945772,4.836243802377544,3.0039311858106266,0.6908905539409393,6.688585423220153,0.054771535085293026,3.705419327525441,2.4920607,3.3493283,0.7272812,0.016582837,9.875366,42.59397,-397.31912,209.49493
4,8.88391290858504,3.9436325791567777,5.629103633480511,0.744286276556364,5.1479137692797,0.06114478554403949,1.3028845299666727,2.5163693,3.3057005,0.77881366,0.015480124,7.895065,42.839535,-338.82764,204.73137
5,9.266236891141252,3.4414391673363127,5.94019886338065,0.5028158459032157,6.359142254467271,0.07881494538900619,3.4240709941665,2.240667,3.36466,0.77538717,0.015184478,8.2286005,44.28575,-470.68112,303.35342
6,10.81923083824012,2.6263093021725976,6.392782718926318,0.6118830375968134,6.0788943191956335,0.07602754272950697,3.9930002178844965,2.764112,3.2782772,0.62310445,0.017777247,10.676098,44.52555,-337.9216,116.42014
7,10.091222617534145,4.41774683325146,6.753060429741398,0.6622118064001268,6.390356848884073,0.05392304826869447,2.1676296765149545,3.2680602,3.3811295,0.67290545,0.023560358,6.206501,42.740177,-396.03094,300.3822
8,9.36839253659014,2.8147080836930622,4.984781879205756,0.47484716292918183,6.4394298081134504,0.07071896717171783,1.9305102307640343,2.5131898,3.2878451,0.80391896,0.02039166,6.8365684,42.8928,-331.44775,296.8196
9,7.921130539485182,2.7681844251443124,5.0797449297044235,0.7207386731869309,5.513561312859623,0.06038701946373573,2.7412341991421605,2.5959225,3.3428497,0.78725046,0.017886953,8.030362,42.333885,-385.3284,225.8115
10,11.813460981141024,3.060135780780257,3.476003656845954,0.6536577179227429,5.532213386529022,0.05568343453095647,3.0579277399414746,2.6887689,3.331096,0.5442813,0.016507803,10.124176,43.686893,-459.90067,159.53914
11,10.500662589699342,3.813196313705162,6.353428951446638,0.5183470783616015,6.511549899801015,0.06919496222898898,1.1629061047464777,2.309747,3.1934097,0.8969553,0.015533227,5.5475216,41.648132,-304.36108,103.94729
12,9.630854250675425,2.1100661223883743,6.15141398669684,0.7566510851753048,6.5248275960749105,0.0590787216526649,2.2455123601857716,2.3014328,3.3186157,0.76813173,0.015110305,6.202351,42.729355,-351.68967,129.15784
13,11.550595969223076,4.335098424475099,6.5055048078516435,0.5691039197430542,5.9995949105645066,0.07641022392008681,3.8368163796569243,2.5549717,3.3744762,0.6196721,0.017654793,5.865605,41.464745,-598.8603,249.71132
14,11.17756092082955,3.603300008364228,6.245047582547674,0.7910771693751604,5.225463218452042,0.0731175869152565,2.6181272739332906,2.1165416,3.2779791,0.7114537,0.015150279,8.138767,43.597145,-463.90146,312.3752
15,7.226508592669467,4.973878409820972,6.999263874959791,0.5584058072855708,5.311916174311557,0.06292025349352806,2.000125243658758,2.4814181,3.3443751,0.88875914,0.015655706,6.1559052,42.30388,-405.685,172.25485
16,10.629508239275088,3.515311596989223,5.425144755472004,0.6454504925738486,6.303261151099635,0.05212103344202898,3.180968613966275,2.2642486,3.3064618,0.7892931,0.015254098,7.003003,44.612793,-443.5641,224.43417
17,10.255384116144846,2.9039806641282127,3.4999654644666953,0.6241006066526893,5.8502823361232235,0.06959740938656987,2.349659862888915,2.4096088,3.3014257,0.74664366,0.02455264,5.6608567,41.191807,-272.0539,346.78253
18,9.954025667313068,4.577178792841833,6.564928295603062,0.5604315052595343,6.134178053790047,0.051232604039716065,1.0195300403661143,2.8184083,3.2830415,0.6823717,0.017204149,7.8396835,43.904755,-354.8228,196.44974
19,6.229870146585931,2.6799421575797298,4.499224967983002,0.4525799309345698,6.805207357653309,0.058567255331342445,2.904683427397347,2.4856431,3.349755,0.6801235,0.018571747,10.733004,42.35724,-331.67337,209.6395
20,6.078003733931091,2.1859666854538857,3.238875325628955,0.7957317671951563,5.366888120287451,0.05815527023829192,3.4835335635813234,2.9602602,3.2528462,0.73870826,0.022856334,9.248657,43.422398,-135.77473,147.54582
21,8.298486821765579,3.127826844642494,6.1158315529190475,0.49185189229796783,5.001707437094821,0.06673273103627045,1.4229533022464071,2.7797465,3.3096836,0.7605152,0.01800992,7.3946037,44.530136,-344.9719,230.85153
22,6.591465396581044,4.495562673792884,3.6691314470488012,0.6648289500903511,6.6322423651133295,0.07387822289001808,1.5757535690031057,2.634729,3.3594384,0.7043318,0.022987314,6.0178804,42.471806,-393.89044,285.5237
23,9.525718518833067,4.394708739979163,4.2473208561359765,0.4678042964831532,5.8302598985246235,0.0565572383212013,2.074721020734863,1.9673187,3.32353,0.7501553,0.014967643,8.2813,42.706364,-269.45135,195.40215
24,6.320593527631732,3.2958333491040017,3.8851129957962898,0.4053613401270149,5.279801721676904,0.053345807003276145,1.6919436775991086,3.1151412,3.328523,0.69725585,0.026892254,6.2576995,40.71149,-264.2058,115.41381
25,11.657902349293359,3.3303667085780435,5.117374203701509,0.7415684072258072,5.954276874554023,0.059622757947438966,1.3617911014723583,2.2395215,3.2901976,0.7967655,0.012873873,8.234655,42.086002,-419.432,91.908066
26,11.499682526161488,2.332501220424314,5.6504391826644795,0.6354955238914084,5.111254750052597,0.0771082120950447,2.1177886508081767,2.7262352,3.2603536,0.8129151,0.024047261,5.77288,41.819744,-264.32013,338.39407
27,8.608248764712158,4.77822149142119,4.051230952281665,0.7764541741549131,5.0543940599906305,0.06855933673175704,2.663427998917703,2.9037728,3.305764,0.69796073,0.026006954,10.724838,40.59564,-212.94884,533.3953
28,10.049027118327517,2.1205251440855246,5.342781283429032,0.6231957349134933,5.910610920500204,0.054885114528811264,2.9332147667966995,2.1935654,3.3122053,0.7484935,0.01563053,6.661317,42.102844,-333.13797,176.31284
29,7.364319412300971,4.923709983748559,5.800588740553907,0.5434926290876991,6.2663432473411245,0.06374221991015595,1.8551426205434014,2.9136767,3.3621953,0.6113057,0.023479143,8.043079,40.7002,-640.3238,393.73923
