id,sia_e,sia_n,ssa_n,pseudo_plastic_q,pseudo_plastic_uthreshold,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,sliding_law
0,3.8188569370014127,3.687972717232891,3.139323487194841,0.6884463519735144,73.94192416839515,0.013109889298682344,5.055619258779185,66.30538137067303,-328.71943851589197,622.7406729686418,regularized_coulomb
1,3.2133608172273114,1.331515433706989,3.227234439276815,0.31642884077529687,163.98626625357392,0.02496124464468955,24.743501460709304,70.11932969620494,-251.78836695657628,88.79477582745866,regularized_coulomb
2,3.9319199584323092,1.061518260500538,3.319421626083045,0.449076718821404,147.8746749691765,0.024807927228782126,17.051096889671193,80.63138756238983,-589.4898064607202,1413.585164450134,regularized_coulomb
3,2.4711310492270693,2.2142654110520774,3.2714865388122134,0.5611884562362051,87.01857734548946,0.027426383575274514,24.842988245592718,65.21624620685762,-858.065781769557,859.7427159507988,regularized_coulomb
4,2.8588928784603755,1.9076566685108476,3.3589796316760396,0.5914744322882064,141.06446747252858,0.02386776678376833,31.528455885673356,65.39137334951006,-25.068890947607883,242.3129507752367,regularized_coulomb
5,1.3575365660262568,2.0312373146666514,3.3520924113888992,0.7346155532617435,174.24644840631234,0.017696653963214713,10.615603058201607,43.84911323322011,-100.90098487121293,925.7205868736121,regularized_coulomb
6,1.5881630919627048,1.7437207066885514,3.46967296113951,0.784810786050388,178.24457268803388,0.019982066322149113,8.163597698014271,80.66900668515731,-698.5588012352429,889.8336510602938,regularized_coulomb
7,2.3896050980097803,1.5057243302126757,3.430202855210588,0.5249657449513832,120.45275564143667,0.020169460243269828,11.056485150424146,81.47276125089212,-543.4822272111048,1294.8198163219088,regularized_coulomb
8,3.1934376724714504,1.7646906386329044,3.2225950993418633,0.5689209758826752,170.30256696807933,0.016888143459997312,7.6790169031563025,47.15972797081511,-473.33858546163515,1176.631866685678,regularized_coulomb
9,1.9393932365872046,1.8985411905264478,3.161401594175532,0.4591747377760487,159.9595552424243,0.020093548295295145,33.61383259818596,63.34973721639609,-235.79685511554442,633.4047020259834,regularized_coulomb
10,2.8702959234062035,2.9930677440297333,3.295491418901048,0.605331621895109,171.6804467665487,0.018530015534609257,32.633693785859485,87.51320603115585,-975.2097561974059,1426.6187759935988,regularized_coulomb
11,3.0057922263661006,2.7062481424137705,3.313706938228666,0.2503047256748328,187.27656391696442,0.013770818592326779,29.333412301804987,58.83473849343099,-418.34289997178564,1087.1013843325202,regularized_coulomb
12,1.4638349789244243,1.2501063275252824,3.2340929087411463,0.36126519729760365,156.13039204222818,0.01739578501214251,17.212900643650173,67.23953928716654,-518.6763400194463,993.7354203071435,regularized_coulomb
13,2.520126092834923,1.1462872916749083,3.3111170492165156,0.742731045778779,145.1374826703606,0.026562085403251563,31.93698461369485,88.55409941395229,-481.90387050615163,1309.5366794406466,regularized_coulomb
14,2.0396255699167813,3.3032854952598307,3.103003558764137,0.6202919326064296,91.26919499646806,0.01392821852111769,14.488399565613797,47.52688460709527,-119.79214655776627,1306.0025204233991,regularized_coulomb
15,3.7652430118423923,2.8314975807377127,3.4602525005735836,0.6204694533047057,122.2566989085924,0.024377297706738257,25.679369544976396,53.72835929111008,-453.54618211346815,635.1523286779295,regularized_coulomb
16,1.7285319456796389,3.5212434749382977,3.1305092905733534,0.5838092207507481,69.62022757367342,0.011425220328584071,24.525614009349017,76.94921228192993,-400.07491578675194,1383.4438318118957,regularized_coulomb
17,1.2361346524144465,2.6175538553659075,3.4046913142414246,0.3690802449645075,140.037443785067,0.027763588178324305,24.03941943975212,78.6589588391789,-854.1105546393267,90.4860497933066,regularized_coulomb
